Date,Product_ID,Historical_Price,Competitor_Price,Demand,Day_of_Week,Season,Promotions,Holiday
2023-11-09,1048,62.5,65.35,185,1,Fall,No,No
2023-01-19,1048,59.94,63.4,107,7,Fall,No,No
2023-05-19,1048,62.16,62.17,62,4,Spring,No,No
2023-09-17,1048,58.89,58.44,184,7,Spring,Yes,Yes
2023-02-20,1048,56.22,59.45,166,7,Fall,No,No
2023-02-17,1048,59.45,62.42,179,7,Fall,Yes,No
2023-12-09,1048,55.94,59.36,139,6,Fall,Yes,Yes
2023-10-17,1048,84.3,67.06,148,1,Winter,No,Yes
2023-09-15,1048,59.56,62.2,159,1,Fall,No,No
2023-11-10,1048,77.74,61.95,56,1,Winter,No,No
2023-09-27,1048,55.59,63.35,63,1,Summer,No,No
2023-09-16,1048,60.27,63.0,179,3,Fall,No,No
2023-12-08,1048,64.83,68.48,128,3,Fall,Yes,No
2023-07-13,1048,57.18,65.46,156,2,Summer,Yes,Yes
2023-03-31,1048,63.52,63.25,117,7,Spring,No,Yes
2023-11-30,1048,63.71,63.46,118,5,Spring,Yes,No
2023-10-10,1048,62.94,65.83,187,5,Fall,Yes,Yes
2023-11-12,1048,74.54,58.94,50,4,Winter,Yes,No
2023-07-13,1048,59.98,68.25,166,2,Summer,Yes,No
2023-01-07,1048,59.88,60.3,168,3,Spring,No,Yes
2023-05-28,1048,65.07,68.77,99,6,Fall,Yes,Yes
2023-03-11,1048,84.01,67.47,65,2,Winter,Yes,Yes
2023-08-02,1048,59.32,62.66,218,6,Fall,Yes,No
2023-07-25,1048,58.62,66.74,218,7,Summer,Yes,No
2023-11-06,1048,63.32,63.06,209,7,Spring,No,Yes
2023-06-15,1048,52.08,59.49,53,5,Summer,Yes,Yes
2023-11-26,1048,62.27,65.78,96,6,Fall,Yes,No
2023-05-03,1048,74.11,58.32,140,2,Winter,No,No
2023-12-10,1048,63.42,66.58,159,5,Fall,Yes,Yes
2023-01-23,1048,83.44,66.76,106,7,Winter,No,Yes
2023-05-02,1048,52.31,59.96,85,4,Summer,Yes,No
2023-07-07,1048,59.86,68.93,72,5,Summer,No,No
2023-07-27,1048,56.74,64.73,74,1,Summer,No,Yes
2023-12-17,1048,58.7,61.75,86,1,Fall,No,Yes
2023-04-01,1048,76.64,60.43,77,2,Winter,Yes,Yes
2023-09-28,1048,66.12,66.35,128,4,Spring,Yes,Yes
2023-11-17,1048,57.71,66.38,142,5,Summer,No,No
2023-09-29,1048,82.69,66.28,71,7,Winter,No,No
2023-09-03,1048,56.96,59.7,78,6,Fall,Yes,Yes
2023-02-17,1048,53.84,61.84,198,3,Summer,No,No
2023-03-04,1048,59.8,63.33,187,3,Fall,Yes,Yes
2023-09-11,1048,59.05,58.89,142,2,Spring,No,Yes
2023-11-29,1048,58.85,67.83,137,1,Summer,Yes,No
2023-09-15,1048,57.5,60.52,134,6,Fall,Yes,Yes
2023-06-22,1048,75.79,59.88,135,2,Winter,No,No
2023-01-09,1048,63.69,67.33,189,3,Fall,No,Yes
2023-05-31,1048,59.45,58.96,134,6,Spring,Yes,Yes
2023-09-17,1048,62.78,62.64,123,5,Spring,No,Yes
2023-07-07,1048,62.04,62.06,140,6,Spring,Yes,Yes
2023-04-29,1048,59.55,59.09,143,7,Spring,Yes,No
2023-06-23,1048,55.74,63.79,107,1,Summer,No,No
2023-01-26,1048,54.5,62.44,71,1,Summer,No,Yes
2023-10-24,1048,80.68,64.51,65,2,Winter,No,Yes
2023-03-15,1048,54.7,62.61,70,2,Summer,Yes,Yes
2023-04-24,1048,53.36,61.18,109,1,Summer,No,Yes
2023-03-28,1048,66.78,67.15,89,3,Spring,Yes,Yes
2023-01-15,1048,57.13,60.49,52,5,Fall,Yes,No
2023-08-15,1048,58.99,59.39,113,1,Spring,No,Yes
2023-10-11,1048,65.22,68.45,68,5,Fall,Yes,No
2023-04-23,1048,56.37,65.08,53,1,Summer,Yes,No
2023-04-01,1048,74.62,58.76,101,2,Winter,Yes,No
2023-03-20,1048,56.37,64.17,87,3,Summer,No,No
2023-08-27,1048,82.48,66.04,63,5,Winter,No,No
2023-12-05,1048,60.39,60.58,66,7,Spring,Yes,No
2023-05-07,1048,68.48,68.14,76,3,Spring,No,No
2023-08-27,1048,58.05,66.62,74,2,Summer,Yes,No
2023-06-04,1048,56.18,64.42,75,3,Summer,No,Yes
2023-03-28,1048,62.98,62.82,103,6,Spring,Yes,No
2023-04-10,1048,62.02,65.14,185,1,Fall,Yes,No
2023-09-26,1048,55.72,64.07,197,4,Summer,Yes,No
2023-07-07,1048,51.54,59.35,119,3,Summer,No,No
2023-05-24,1048,57.36,60.11,83,5,Fall,Yes,Yes
2023-04-14,1048,59.88,63.03,169,7,Fall,Yes,Yes
2023-08-28,1048,61.01,64.57,135,7,Fall,Yes,Yes
2023-10-23,1048,62.15,62.35,165,7,Spring,Yes,No
2023-03-03,1048,59.21,62.09,143,4,Fall,Yes,Yes
2023-09-21,1048,64.87,68.08,87,2,Fall,Yes,Yes
2023-02-27,1048,66.37,66.29,88,7,Spring,Yes,Yes
2023-04-17,1048,53.25,61.37,50,1,Summer,Yes,Yes
2023-12-08,1048,67.01,67.09,71,1,Spring,No,No
2023-04-17,1048,65.04,68.38,135,7,Fall,Yes,Yes
2023-04-01,1048,67.67,68.14,192,6,Spring,Yes,No
2023-01-01,1048,81.68,64.59,160,7,Winter,Yes,Yes
2023-12-07,1048,62.83,62.47,176,2,Spring,Yes,Yes
2023-09-16,1048,60.06,59.76,191,1,Spring,No,Yes
2023-12-18,1048,56.98,65.57,184,3,Summer,Yes,Yes
2023-02-28,1048,54.28,62.56,133,5,Summer,Yes,No
2023-07-16,1048,59.75,63.03,67,3,Fall,Yes,Yes
2023-02-25,1048,65.88,66.11,154,7,Spring,Yes,Yes
2023-11-23,1048,62.24,65.34,111,3,Fall,No,Yes
2023-12-04,1048,52.36,60.39,171,4,Summer,No,No
2023-10-29,1048,64.36,67.78,64,5,Fall,No,Yes
2023-08-29,1048,84.92,67.84,173,3,Winter,Yes,Yes
2023-09-24,1048,74.48,59.51,77,3,Winter,No,Yes
2023-09-20,1048,66.52,66.93,87,5,Spring,Yes,No
2023-05-23,1048,58.04,61.33,63,5,Fall,No,No
2023-02-01,1048,60.97,63.83,88,2,Fall,No,No
2023-03-02,1048,75.23,59.96,84,1,Winter,Yes,No
2023-04-23,1048,59.26,67.86,142,3,Summer,Yes,No
2023-04-06,1048,57.87,61.25,79,1,Fall,No,No
2023-12-08,1048,58.06,61.22,108,5,Fall,Yes,No
2023-08-17,1048,63.51,63.34,175,1,Spring,Yes,No
2023-07-08,1048,62.47,62.14,125,5,Spring,No,No
2023-08-29,1048,51.44,59.39,213,6,Summer,Yes,No
2023-11-18,1048,77.83,61.58,116,5,Winter,Yes,No
2023-07-11,1048,55.93,58.39,126,5,Fall,No,No
2023-03-17,1048,61.96,65.43,110,4,Fall,Yes,No
2023-05-20,1048,60.36,60.22,59,7,Spring,Yes,Yes
2023-07-05,1048,83.7,66.36,159,3,Winter,Yes,Yes
2023-09-10,1048,63.95,63.82,173,2,Spring,Yes,Yes
2023-01-26,1048,66.27,66.31,126,4,Spring,Yes,Yes
2023-10-27,1048,79.84,63.13,198,5,Winter,No,No
2023-10-31,1048,59.91,63.3,138,3,Fall,No,Yes
2023-04-20,1048,52.99,60.62,174,4,Summer,No,Yes
2023-07-22,1048,76.78,61.38,147,6,Winter,No,No
2023-05-07,1048,61.68,64.56,174,4,Fall,Yes,Yes
2023-07-02,1048,58.42,61.27,136,3,Fall,No,No
2023-12-08,1048,66.78,67.23,50,5,Spring,Yes,No
2023-03-10,1048,75.13,59.92,163,7,Winter,No,No
2023-05-24,1048,54.86,63.36,107,1,Summer,Yes,No
2023-08-01,1048,54.96,62.6,78,5,Summer,No,Yes
2023-12-08,1048,77.33,61.41,92,6,Winter,No,No
2023-01-13,1048,64.93,65.07,151,3,Spring,Yes,No
2023-03-25,1048,82.84,65.8,165,5,Winter,No,No
2023-07-20,1048,66.82,66.89,179,4,Spring,No,No
2023-07-08,1048,85.98,68.54,147,2,Winter,No,No
2023-04-30,1048,78.53,62.2,144,6,Winter,Yes,No
2023-12-25,1048,75.19,59.31,74,5,Winter,Yes,Yes
2023-09-26,1048,77.92,61.52,107,5,Winter,Yes,Yes
2023-04-29,1048,58.77,61.77,183,6,Fall,Yes,No
2023-06-26,1048,63.41,66.6,51,1,Fall,Yes,Yes
2023-01-01,1048,83.57,66.42,174,4,Winter,No,Yes
2023-11-09,1048,57.39,60.49,104,2,Fall,Yes,No
2023-02-12,1048,54.45,62.06,135,5,Summer,Yes,Yes
2023-11-04,1048,57.74,66.48,85,5,Summer,No,Yes
2023-10-30,1048,62.0,65.14,77,1,Fall,No,No
2023-11-03,1048,56.4,64.46,107,2,Summer,No,Yes
2023-03-02,1048,58.8,59.0,56,1,Spring,Yes,No
2023-01-25,1048,58.93,67.67,186,4,Summer,Yes,Yes
2023-08-06,1048,78.82,62.92,68,4,Winter,No,No
2023-04-07,1048,65.39,65.18,179,4,Spring,No,Yes
2023-04-13,1048,58.13,66.52,122,6,Summer,No,No
2023-02-05,1048,64.17,67.68,158,6,Fall,No,Yes
2023-09-22,1048,60.95,64.55,195,5,Fall,Yes,Yes
2023-06-16,1048,82.93,66.28,88,5,Winter,Yes,No
2023-03-10,1048,63.32,63.69,136,4,Spring,Yes,Yes
2023-07-15,1048,57.48,65.44,79,7,Summer,Yes,No
2023-03-30,1048,57.81,60.95,102,6,Fall,No,No
2023-07-22,1048,51.78,59.77,101,1,Summer,Yes,No
2023-01-08,1048,81.44,65.3,135,3,Winter,No,Yes
2023-07-16,1048,55.32,62.99,148,2,Summer,Yes,Yes
2023-08-20,1048,85.94,68.94,104,7,Winter,Yes,No
2023-06-18,1048,58.89,58.85,174,7,Spring,No,Yes
2023-12-02,1048,64.53,64.78,199,7,Spring,No,Yes
2023-10-31,1048,58.85,67.3,199,2,Summer,No,Yes
2023-01-29,1048,61.62,61.87,80,1,Spring,No,Yes
2023-10-23,1048,51.32,58.99,137,4,Summer,Yes,Yes
2023-03-24,1048,80.46,64.09,115,7,Winter,No,Yes
2023-07-22,1048,81.98,65.51,74,3,Winter,Yes,No
2023-07-23,1048,62.03,64.8,73,6,Fall,Yes,Yes
2023-12-21,1048,78.65,62.95,143,7,Winter,No,No
2023-05-05,1048,59.7,63.23,61,6,Fall,No,Yes
2023-10-11,1048,61.89,65.02,133,6,Fall,No,Yes
2023-09-06,1048,75.4,59.83,160,7,Winter,No,No
2023-02-26,1048,53.29,61.59,72,6,Summer,Yes,No
2023-12-06,1048,76.56,60.33,150,2,Winter,Yes,No
2023-07-18,1048,84.0,66.67,102,4,Winter,No,Yes
2023-05-31,1048,78.35,61.97,165,6,Winter,No,No
2023-04-17,1048,66.45,66.59,165,6,Spring,Yes,Yes
2023-10-28,1048,56.68,59.51,88,3,Fall,No,Yes
2023-06-05,1048,82.9,65.63,198,5,Winter,Yes,Yes
2023-09-07,1048,52.48,60.16,197,4,Summer,Yes,Yes
2023-06-29,1048,63.27,62.89,66,2,Spring,No,Yes
2023-11-17,1048,59.37,58.87,127,3,Spring,No,Yes
2023-05-27,1048,58.1,66.39,154,4,Summer,Yes,Yes
2023-11-06,1048,59.84,68.64,194,4,Summer,Yes,Yes
2023-09-30,1048,59.72,68.28,190,2,Summer,Yes,No
2023-01-31,1048,64.7,68.08,84,7,Fall,No,No
2023-04-16,1048,62.67,66.4,156,7,Fall,Yes,No
2023-02-17,1048,59.87,68.89,197,5,Summer,Yes,Yes
2023-02-05,1048,62.21,62.09,125,7,Spring,Yes,Yes
2023-10-23,1048,64.38,64.26,130,2,Spring,Yes,No
2023-04-22,1048,74.75,59.34,101,1,Winter,Yes,Yes
2023-04-10,1048,76.51,60.67,107,5,Winter,No,No
2023-12-17,1048,59.14,67.66,153,5,Summer,No,No
2023-05-12,1048,82.28,65.43,140,7,Winter,Yes,No
2023-01-14,1048,58.94,59.41,115,1,Spring,No,No
2023-04-19,1048,83.88,66.68,136,4,Winter,Yes,Yes
2023-05-18,1048,53.62,61.4,103,7,Summer,No,Yes
2023-06-03,1048,66.63,66.88,68,2,Spring,Yes,No
2023-12-08,1048,58.36,66.39,138,5,Summer,Yes,No
2023-10-01,1048,57.81,66.52,128,7,Summer,No,Yes
2023-02-17,1048,84.72,67.22,101,3,Winter,Yes,Yes
2023-09-07,1048,83.45,66.44,167,5,Winter,No,Yes
2023-10-31,1048,84.46,67.81,121,5,Winter,Yes,Yes
2023-02-03,1048,75.0,59.13,141,3,Winter,Yes,Yes
2023-02-27,1048,51.53,59.15,179,6,Summer,Yes,Yes
2023-03-10,1048,84.31,67.28,163,6,Winter,Yes,Yes
2023-11-28,1048,56.88,60.0,63,6,Fall,No,Yes
2023-11-23,1048,61.37,64.74,162,2,Fall,No,No
2023-01-08,1048,76.25,60.23,155,4,Winter,Yes,No
2023-08-16,1048,61.18,64.0,115,3,Fall,No,No
2023-07-29,1048,62.3,65.75,119,4,Fall,No,Yes
2023-08-01,1048,62.79,65.99,113,6,Fall,No,Yes
2023-05-23,1048,58.06,66.99,75,3,Summer,Yes,Yes
2023-01-12,1048,56.26,64.45,124,1,Summer,Yes,No
2023-10-16,1048,83.17,66.24,129,2,Winter,Yes,No
2023-04-10,1048,76.08,60.12,182,1,Winter,Yes,Yes
2023-02-08,1048,51.8,59.98,82,5,Summer,No,Yes
2023-04-28,1048,55.91,58.88,184,3,Fall,No,Yes
2023-03-06,1048,58.42,61.07,129,2,Fall,No,No
2023-06-02,1048,59.55,68.28,90,5,Summer,Yes,Yes
2023-07-14,1048,60.91,63.93,94,4,Fall,Yes,Yes
2023-08-16,1048,79.6,63.65,57,5,Winter,Yes,No
2023-06-29,1048,75.5,60.37,76,3,Winter,No,Yes
2023-04-21,1048,79.16,62.98,218,7,Winter,No,No
2023-01-27,1048,67.68,67.93,130,7,Spring,No,Yes
2023-01-02,1048,62.38,65.43,99,1,Fall,No,Yes
2023-12-15,1048,68.48,68.58,71,5,Spring,No,Yes
2023-01-17,1048,81.95,64.86,78,7,Winter,Yes,No
2023-07-03,1048,53.82,62.3,198,2,Summer,No,No
2023-03-10,1048,67.18,67.24,136,5,Spring,Yes,No
2023-04-05,1048,60.35,64.01,84,7,Fall,No,No
2023-07-24,1048,59.68,62.91,107,3,Fall,No,No
2023-10-31,1048,62.87,62.6,184,6,Spring,Yes,No
2023-04-21,1048,56.56,64.65,126,2,Summer,Yes,Yes
2023-02-06,1049,33.95,39.57,118,1,Summer,No,Yes
2023-09-08,1049,37.11,37.15,64,6,Spring,Yes,Yes
2023-11-01,1049,31.59,31.98,58,3,Spring,Yes,No
2023-03-25,1049,33.86,33.97,213,7,Spring,No,No
2023-04-23,1049,36.67,38.66,71,7,Fall,No,Yes
2023-04-07,1049,32.46,34.53,144,6,Fall,Yes,No
2023-02-08,1049,50.6,39.66,173,1,Winter,No,Yes
2023-11-02,1049,38.2,40.07,136,5,Fall,No,No
2023-03-07,1049,39.93,39.46,89,5,Spring,No,Yes
2023-05-04,1049,38.2,38.59,193,2,Spring,Yes,No
2023-10-24,1049,35.22,40.66,178,4,Summer,Yes,No
2023-05-06,1049,41.35,31.24,65,2,Winter,Yes,Yes
2023-05-01,1049,32.59,34.26,123,3,Fall,No,No
2023-07-07,1049,34.85,34.96,110,4,Spring,Yes,Yes
2023-08-21,1049,31.8,31.64,218,7,Spring,Yes,No
2023-01-03,1049,48.98,38.04,82,1,Winter,No,No
2023-04-23,1049,37.32,37.76,160,6,Spring,No,No
2023-05-27,1049,37.14,39.59,96,4,Fall,Yes,No
2023-04-15,1049,51.66,40.51,162,2,Winter,Yes,Yes
2023-04-25,1049,38.13,40.51,123,1,Fall,No,No
2023-05-26,1049,30.71,32.53,100,6,Fall,Yes,Yes
2023-07-26,1049,33.8,35.6,114,5,Fall,No,Yes
2023-05-30,1049,30.83,36.65,194,3,Summer,Yes,No
2023-05-14,1049,49.39,38.3,180,6,Winter,Yes,No
2023-03-07,1049,35.33,35.24,141,2,Spring,Yes,Yes
2023-09-10,1049,33.62,39.53,67,3,Summer,Yes,Yes
2023-01-28,1049,33.38,39.2,118,7,Summer,No,No
2023-06-26,1049,47.98,37.03,216,6,Winter,Yes,No
2023-02-07,1049,32.9,34.19,74,1,Fall,No,Yes
2023-10-30,1049,33.27,33.55,91,5,Spring,Yes,Yes
2023-12-04,1049,53.29,41.83,72,3,Winter,Yes,Yes
2023-09-06,1049,33.72,35.98,87,4,Fall,No,Yes
2023-06-24,1049,49.91,38.2,106,2,Winter,No,Yes
2023-04-14,1049,37.25,37.1,105,4,Spring,Yes,No
2023-03-27,1049,52.21,40.19,80,3,Winter,No,Yes
2023-05-22,1049,39.78,39.91,173,7,Spring,Yes,Yes
2023-01-27,1049,33.97,40.02,199,3,Summer,Yes,No
2023-09-12,1049,30.85,32.34,61,5,Fall,Yes,Yes
2023-02-09,1049,47.89,36.78,126,3,Winter,Yes,Yes
2023-02-27,1049,30.54,31.9,91,1,Fall,No,Yes
2023-04-28,1049,35.49,36.97,55,1,Fall,Yes,Yes
2023-06-15,1049,47.32,35.93,115,4,Winter,No,No
2023-07-15,1049,31.61,37.07,72,3,Summer,No,No
2023-11-17,1049,46.74,36.29,66,2,Winter,No,No
2023-04-04,1049,36.92,36.62,64,3,Spring,Yes,Yes
2023-05-15,1049,48.92,37.77,169,3,Winter,Yes,Yes
2023-09-22,1049,32.19,33.47,151,2,Fall,Yes,Yes
2023-02-18,1049,33.88,33.76,113,7,Spring,Yes,No
2023-07-05,1049,27.3,32.04,108,6,Summer,No,Yes
2023-01-19,1049,33.38,33.58,60,3,Spring,Yes,Yes
2023-10-04,1049,39.12,41.63,51,3,Fall,No,No
2023-01-24,1049,34.82,34.41,179,5,Spring,Yes,Yes
2023-05-27,1049,36.74,37.07,128,3,Spring,Yes,No
2023-01-07,1049,40.09,39.99,69,7,Spring,Yes,No
2023-05-07,1049,33.5,39.52,199,5,Summer,Yes,No
2023-08-07,1049,32.05,32.44,138,5,Spring,Yes,Yes
2023-01-03,1049,31.95,33.75,126,1,Fall,No,Yes
2023-03-13,1049,33.8,39.8,174,6,Summer,Yes,No
2023-10-26,1049,33.33,33.38,214,7,Spring,No,No
2023-03-18,1049,37.27,36.88,112,5,Spring,No,Yes
2023-12-05,1049,29.55,34.49,102,5,Summer,Yes,No
2023-02-14,1049,32.97,34.32,80,7,Fall,No,No
2023-04-07,1049,27.45,32.7,191,3,Summer,No,No
2023-09-21,1049,35.06,36.81,55,3,Fall,Yes,No
2023-06-21,1049,49.82,38.84,182,2,Winter,No,No
2023-07-24,1049,53.16,41.24,66,6,Winter,No,Yes
2023-02-13,1049,39.7,39.64,116,3,Spring,No,No
2023-07-09,1049,40.0,40.1,183,1,Spring,No,Yes
2023-11-24,1049,33.76,34.09,103,4,Spring,No,No
2023-07-25,1049,43.33,33.3,137,3,Winter,No,No
2023-11-17,1049,33.62,39.1,57,2,Summer,No,No
2023-11-20,1049,49.97,38.51,136,1,Winter,No,Yes
2023-04-09,1049,39.34,39.27,139,4,Spring,No,No
2023-04-30,1049,51.48,39.51,57,4,Winter,Yes,Yes
2023-01-19,1049,34.94,40.47,111,4,Summer,Yes,No
2023-08-26,1049,36.03,37.48,89,7,Fall,Yes,Yes
2023-07-02,1049,41.86,31.81,186,1,Winter,No,Yes
2023-05-30,1049,32.23,33.78,151,7,Fall,Yes,No
2023-09-08,1049,31.4,36.68,163,7,Summer,Yes,Yes
2023-01-05,1049,34.07,40.11,188,7,Summer,No,No
2023-01-24,1049,30.92,35.89,104,7,Summer,No,No
2023-04-07,1049,41.17,41.1,97,2,Spring,No,Yes
2023-04-01,1049,39.87,40.14,60,2,Spring,No,No
2023-04-15,1049,33.12,34.99,218,6,Fall,No,No
2023-07-07,1049,27.34,32.79,62,3,Summer,No,No
2023-10-13,1049,31.65,32.95,127,7,Fall,No,Yes
2023-01-31,1049,36.61,38.12,52,1,Fall,No,Yes
2023-07-29,1049,33.08,34.48,157,6,Fall,No,No
2023-04-13,1049,40.83,40.71,166,2,Spring,No,No
2023-09-02,1049,52.3,40.44,215,7,Winter,No,Yes
2023-10-18,1049,34.24,39.73,151,1,Summer,No,No
2023-02-23,1049,32.2,33.65,157,3,Fall,No,Yes
2023-01-10,1049,31.02,33.07,151,2,Fall,Yes,Yes
2023-02-20,1049,32.02,37.51,88,4,Summer,Yes,Yes
2023-10-02,1049,50.54,39.31,52,2,Winter,No,No
2023-02-17,1049,45.24,35.07,147,5,Winter,Yes,No
2023-12-02,1049,27.13,31.9,134,6,Summer,Yes,Yes
2023-01-19,1049,46.87,36.49,97,3,Winter,Yes,Yes
2023-11-28,1049,30.06,32.0,51,4,Fall,No,No
2023-08-05,1049,30.99,32.71,166,5,Fall,No,No
2023-11-25,1049,44.7,33.83,61,3,Winter,Yes,No
2023-09-26,1049,34.06,39.9,83,1,Summer,Yes,Yes
2023-11-22,1049,52.97,40.69,124,4,Winter,No,Yes
2023-11-25,1049,30.32,31.76,141,1,Fall,No,No
2023-02-21,1049,51.4,39.82,156,6,Winter,No,No
2023-07-31,1049,50.04,38.68,118,1,Winter,Yes,No
2023-03-10,1049,49.57,37.9,181,4,Winter,Yes,Yes
2023-02-24,1049,28.71,33.84,179,6,Summer,Yes,No
2023-01-18,1049,32.33,37.81,61,2,Summer,Yes,No
2023-06-29,1049,42.05,31.92,109,2,Winter,No,No
2023-08-13,1049,31.94,37.94,60,5,Summer,Yes,No
2023-08-26,1049,35.08,35.52,194,6,Spring,No,Yes
2023-05-15,1049,29.74,34.74,65,3,Summer,No,Yes
2023-01-11,1049,39.88,39.84,57,2,Spring,No,Yes
2023-02-15,1049,35.86,38.14,92,1,Fall,No,No
2023-06-20,1049,46.48,36.21,179,3,Winter,No,Yes
2023-01-05,1049,45.73,34.98,92,2,Winter,Yes,No
2023-01-24,1049,42.36,32.73,85,2,Winter,Yes,Yes
2023-11-29,1049,44.57,34.07,119,1,Winter,No,No
2023-09-15,1049,34.95,40.93,92,2,Summer,No,No
2023-08-18,1049,35.06,36.6,211,6,Fall,No,No
2023-01-22,1049,38.71,38.93,68,3,Spring,Yes,No
2023-06-14,1049,35.15,41.12,123,5,Summer,Yes,Yes
2023-09-28,1049,52.01,40.47,91,5,Winter,No,Yes
2023-10-14,1049,53.22,41.67,179,1,Winter,Yes,No
2023-03-17,1049,37.67,37.56,162,2,Spring,No,No
2023-03-23,1049,38.73,40.6,126,7,Fall,Yes,No
2023-07-20,1049,38.71,39.08,197,5,Spring,Yes,Yes
2023-10-24,1049,40.27,40.1,86,5,Spring,Yes,No
2023-01-29,1049,39.23,41.56,130,1,Fall,Yes,Yes
2023-08-07,1049,41.72,32.03,103,6,Winter,No,Yes
2023-07-14,1049,49.63,38.7,66,3,Winter,No,No
2023-08-21,1049,31.43,36.5,92,4,Summer,Yes,No
2023-05-01,1049,31.36,36.37,171,6,Summer,Yes,Yes
2023-04-09,1049,35.52,35.41,134,1,Spring,Yes,Yes
2023-06-13,1049,53.11,41.49,107,2,Winter,No,Yes
2023-09-30,1049,31.21,36.97,69,3,Summer,Yes,No
2023-04-06,1049,38.89,39.03,69,6,Spring,Yes,No
2023-01-23,1049,37.76,39.58,148,6,Fall,No,Yes
2023-04-17,1049,51.73,40.23,76,1,Winter,Yes,No
2023-06-01,1049,39.36,39.33,123,5,Spring,No,Yes
2023-02-20,1049,30.15,35.0,75,5,Summer,Yes,Yes
2023-10-18,1049,35.32,35.0,151,3,Spring,No,Yes
2023-08-07,1049,30.62,32.68,66,4,Fall,Yes,No
2023-05-21,1049,31.71,32.05,111,1,Spring,Yes,Yes
2023-09-18,1049,33.77,39.68,80,3,Summer,No,No
2023-01-31,1049,46.2,35.31,139,3,Winter,Yes,Yes
2023-04-24,1049,29.66,34.6,171,2,Summer,Yes,Yes
2023-10-30,1049,29.92,31.51,215,6,Fall,No,No
2023-04-09,1049,42.74,32.22,55,1,Winter,Yes,Yes
2023-09-11,1049,35.28,35.55,116,2,Spring,Yes,No
2023-06-16,1049,33.73,35.11,118,1,Fall,Yes,No
2023-12-18,1049,36.82,38.95,159,1,Fall,Yes,Yes
2023-07-06,1049,36.43,38.83,69,7,Fall,No,No
2023-04-07,1049,53.22,41.27,69,4,Winter,No,Yes
2023-08-17,1049,29.62,34.49,163,5,Summer,Yes,Yes
2023-10-12,1049,27.89,32.56,82,7,Summer,Yes,Yes
2023-08-22,1049,51.8,39.75,167,3,Winter,Yes,No
2023-06-23,1049,40.81,40.94,132,2,Spring,No,No
2023-09-01,1049,51.28,39.49,94,2,Winter,No,No
2023-09-17,1049,50.22,39.08,79,5,Winter,No,Yes
2023-12-28,1049,38.54,40.99,145,7,Fall,Yes,No
2023-05-01,1049,30.64,35.61,149,1,Summer,No,No
2023-07-22,1049,39.11,39.45,135,7,Spring,No,Yes
2023-04-26,1049,29.94,35.33,66,1,Summer,Yes,No
2023-07-26,1049,40.8,40.76,88,4,Spring,No,No
2023-11-25,1049,34.76,40.7,80,6,Summer,No,Yes
2023-07-20,1049,37.86,38.27,143,5,Spring,No,Yes
2023-03-11,1049,31.06,32.35,213,7,Fall,No,No
2023-04-18,1049,49.99,38.21,123,1,Winter,No,Yes
2023-02-21,1049,44.6,34.13,133,1,Winter,Yes,No
2023-11-15,1049,32.44,38.51,75,7,Summer,No,Yes
2023-04-28,1049,36.63,36.79,173,7,Spring,Yes,No
2023-10-09,1049,52.87,40.68,74,5,Winter,No,No
2023-07-21,1049,32.51,32.08,61,4,Spring,Yes,Yes
2023-01-30,1049,45.6,35.12,58,6,Winter,No,No
2023-02-05,1049,41.23,41.55,183,1,Spring,No,Yes
2023-04-13,1049,45.26,34.58,78,6,Winter,Yes,No
2023-04-03,1049,28.73,34.42,77,3,Summer,Yes,Yes
2023-03-14,1049,30.93,32.32,99,1,Fall,No,No
2023-03-25,1049,32.85,38.62,79,4,Summer,No,Yes
2023-01-15,1049,33.43,33.87,80,1,Spring,No,No
2023-02-06,1049,37.41,37.31,105,6,Spring,Yes,No
2023-10-04,1049,28.31,33.13,62,2,Summer,Yes,No
2023-08-08,1049,38.08,39.75,84,4,Fall,No,No
2023-10-26,1049,53.04,40.75,198,1,Winter,No,No
2023-09-26,1049,46.85,36.34,92,4,Winter,Yes,No
2023-12-28,1049,38.11,40.06,109,1,Fall,No,No
2023-09-14,1049,34.67,40.75,71,2,Summer,Yes,No
2023-10-14,1049,32.4,33.71,120,1,Fall,No,No
2023-01-25,1049,29.45,34.32,112,2,Summer,Yes,Yes
2023-06-30,1049,31.6,33.09,59,6,Fall,No,Yes
2023-03-16,1049,30.11,35.43,86,1,Summer,No,Yes
2023-01-08,1049,38.02,40.25,137,2,Fall,No,Yes
2023-11-30,1049,37.89,38.05,95,6,Spring,No,Yes
2023-01-25,1049,37.1,39.53,76,4,Fall,Yes,No
2023-08-20,1049,32.52,32.94,94,3,Spring,No,No
2023-08-15,1049,35.8,37.66,148,4,Fall,Yes,No
2023-01-11,1049,45.38,34.93,101,4,Winter,No,Yes
2023-01-29,1049,32.94,34.57,130,4,Fall,No,No
2023-02-22,1050,66.99,70.61,194,4,Fall,Yes,Yes
2023-05-26,1050,67.48,70.6,190,5,Fall,Yes,No
2023-07-02,1050,60.75,63.8,200,7,Fall,No,Yes
2023-11-01,1050,64.33,68.19,113,7,Fall,Yes,No
2023-03-19,1050,65.05,68.04,150,4,Fall,Yes,Yes
2023-10-19,1050,60.4,68.77,206,6,Summer,Yes,No
2023-12-11,1050,77.36,61.89,87,4,Winter,Yes,Yes
2023-12-10,1050,68.38,68.3,148,1,Spring,No,No
2023-09-19,1050,53.34,61.67,160,3,Summer,Yes,Yes
